code,name,symbol
"NMI","Milla náutica","Es una unidad de longitud empleada en navegación marítima y aérea."
"NMP","Número de paquetes","Unidad que define el número de paquetes (paquetes: colección de objetos empaquetados)"
"NN","tren",""
"NPR","Número de parejas","Una unidad de cuenta que define el número de pares (par: elemento descrito por dos)."
"NPT","Número de partes","Unidad de conteo que define el número de partes (partes: componente de larga entidad)"
"NQ","Mho",""
"NR","Micromho",""
"NT","Tonelada neta","Unidad de masa equivalente a 2000 libras, ver (US). Convencion Internacional referencia sobre el arqueo de los busques"
"NTT","Tonelada de registro neto","Una unidad de masa igual al total de las imágenes cúbicas después de las deducciones, donde 1 registro t es igual a 100 pies cúbicos. Véase el Convenio internacional sobre el arqueo de los buques."
"NV","vehículo",""
"NY","Libra por tonelada métrica al aire seco",""
"NX","Parte por mil","Unidad de proporcion igual a 10 Sínonimo: por milla"
"OA","Panel","Unidade de conteo que define el n[umero de paneles"
"ODE","Equivalente de agotamiento del ozona","Unidad de masa que define el potencial de agotamiento del ozono en kilogramos de un producto en relación con el agotamiento calculado para la sustancia de referencia Triclorofluorometano (CFC-11)."
"Ohm","Ohm","es la resistencia eléctrica que existe entre dos puntos de un conductor cuando una diferencia de potencial constante de 1 volt aplicada entre estos dos puntos produce, en dicho conductor, una corriente de intensidad 1 amperio, cuando no haya fuerza electromotriz en el conductor."
"ON","Onza por yarda cuadrada",""
"ONZ","Onza (avoirdupois)","Es una unidad de masa usada desde la Antigua Roma para pesar con mayor precisión las mercancías y otros artículos, especialmente si su peso era menor que una libra romana"
"OP","Dos paquetes",""
"OPM","Oscilaciones por minuto","número de variaciones, perturbaciones o fluctuación en el tiempo de un medio o sistema"
"OT","Hora extra","Unidad de tiempo que define el n[umero de horas extras"
"OZ","Onza AV","Una unidad de medida igual a 1/16 de una libra o aproximadamente 28.3495 gramos (av = avoirdupois). Use onza (código común ONZ)."
"OZA","Onza líquida (estados unidos)",""
"OZI","Onza líquida (UK)",""
"P0","Página electrónica",""
"P1","Tanto por ciento","Unidad de proporcion equivalente a 0.01"
"P10","Culombio por metro","Unidad derivada, coulomb dividida por la unidad base, metro."
"P11","Kiloweber","1000 veces la unidad derivada weber, del sistema internacional de unidades."
"P12","Gamma","Unidad de densidad de flujo magnético."
"P13","Kilotesla","1000 veces la unidad derivada tesla."
"P14","Joule por segundo","Cociente de la unidad derivada joule dividido entre la unidad base, segundo, ambas del sistema internacional."
"P15","Joule por minuto","Cociente de la unidad derivada, joule, dividido entre la unidad minuto."
"P16","Joule por hora","Cociente de la unidad derivada, joule, dividido entre la unidad hora."
"P17","Joule por día","Cociente de la unidad derivada, joule, dividido entre la unidad día."
"P18","Kilojoule por segundo","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad base segundo."
"P19","Kilojoule por minuto","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad minuto."
"P2","Libra por pie",""
"P20","Kilojoule por hora","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad hora."
"P21","Kilojoule por día","Cociente entre 1000 veces de la unida derivada, joule, dividido por la unidad día"
"P22","NanoOhm","0.000 000 001 veces de la unidad derivada Ohm."
"P23","Ohm circular-mil por pie","Unidad de resistividad."
"P24","Kilohenry","1000 veces la unidad derivada, henry del sistema internacional."
"P25","Lumen por pie cuadrado","Unidad derivada, lumen dividido por la potencia de la unidad pie, al exponente 2, de acuerdo con el sistema anglo-americano y el sistema imperial."
"P26","Foto","es una unidad de iluminancia  o flujo luminoso a través de un área. No es una unidad del sistema internacional, sino que se asocia con el antiguo segundo sistema centímetro gramo de unidades ."
"P27","Vela (medida)","Es una unidad de medida de iluminancia que no pertenece al Sistema Internacional de Unidades, pero es ampliamente usada en Estados Unidos para fotografía, cine, televisión, conservación luminosa, ingeniería de la construcción, etc. Una vela significa ""el reparto de iluminación sobre una superficie equivalente a una candela, y a un pie de distancia""."
"P28","Candela por pulgada cuadrada","Unidad base, candela dividido por la potencia de la unidad de pulgada al exponente 2 de acuerdo con el sistema de unidades Anglo-Americanas e Imperial."
"P29","Footlambert","Unidad de luminancia de acuerdo con el sistema Anglo-Americano de unidades, y se define como la luminancia emitida o reflejada de un lumen por pie cuadrado."
"P3","Tres paquetes",""
"P30","Lambert","Unidad de luminancia CGS (Centímetro-Gram-Segundo sistema), definida como la luminancia emitida o reflejada de un lumen por centímetro cuadrado."
"P31","Stilb","Unidad de luminancia CGS (Centímetro-Gram-Segundo sistema), definida como la luminancia emitida o reflejada de un lumen por centímetro cuadrado."
"P32","Candela por pie cuadrado","Unidad base, candela dividido por la potencia de la unidad pie al exponente 2 , de acuerdo con el sistema anglo-americano y el sistema imperial de unidades"
"P33","Kilocandela","1000 veces la unidad base, candela, del sistema internacional."
"P34","Milicandela","0.001 veces la unidad base , candela, del sistema internacional."
"P35","Hefner-kerze","Obsoleto, unidad de potencia en Alemania relacionado con DIN 1301-3:1979: 1 HK = 0,903 candela."
"P36","Candela internacional","Unidad obsoleta de la potencia en Alemania relativa a DIN 1301-3: 1979: 1 HK = 1.019 candela."
"P37","Unidad térmica británica (tabla internacional) por pie cuadrado","Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades."
"P38","Unidad térmica británica (termoquímica) por pie cuadrado","Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades."
"P39","Caloría (termoquímica) por centímetro cuadrado","Unidad de la transmisión de energía relacionado de muestreo de áreas de acuerdo con el sistema imperial de unidades."
"P4","paquete de cuatro",""
"P40","Langley","CGS (Centímetro-Gramo-Segundo sistema) unidad de la transmisión de energía relacionada con el área (como una medida de la cantidad incidente de calor de la radiación solar en la superficie de la tierra)."
"P41","Década (logarítmica)","Una escala logarítmica es una escala de medida que utiliza el logaritmo de una cantidad física en lugar de la propia cantidad."
"P42","Pascal por segundo cuadrado","Unidad del conjunto como un producto de la potencia de derivado unidad pascal SI con exponente 2 y la unidad base segunda SI."
"P43","Bel por metro","Una unidad Bel dividida por la unidad básica del sistema internacional (metros)."
"P44","Libra Mol","Unidad que no forma parte del sistema internacional, cantidad de una sustancia relacionada que un mol libra de una composición química corresponde a la misma cantidad de libras como el peso molcular de una molécula de esta composición en unidades de masa atómica."
"P45","Libra de Mol por segundo","No forma parte del sistema internacional de unidades.
Unidad de flujo del flujo molar que se refiere a que una libra mol de una composición química el mismo número de libras corresponde con el peso molcular de una molécula de esta composición en la masa atómica de unidades."
"P46","Libra Mol por minuto","No forma parte del sistema internacional de unidades.
Unidad de flujo del flujo molar que se refiere a que una libra mol de una composición química el mismo número de libras corresponde como el peso molcular de una molécula de esta composición en la masa atómica de unidades."
"P47","KiloMol por kilogramo","1000 veces la división de la unidad base mol por la base de la unidad kilogramo."
"P48","Libra de Mol por libra","Unidad del flujo molar material dividido por la libra avoirdupois para la masa de acuerdo con el sistema de unidades avoirdupois no SI-conforme."
"P49","Newton metro cuadrado por amperio","Producto de la division de la unidad Newton y la unidad base metro 
Producto de la unidad derivada newton y la potencia del medidor de la unidad base con el exponente 2 dividido por el amperio de la unidad base."
"P5","Paquete de cinco","Unidad de conteo que define el número de paquetes-cinco (paquete-cinco: set de cinco artículos empaquetados siempre)"
"P50","Metro weber","Producto de la división entre  la unidad Weber y la unidad Metro."
"P51","Mol por kilogramo pascal","Unidad base mol dividido por el producto de la unidad base SI kilogramo y la unidad derivada pascal SI."
"P52","Mol por metro cúbico pascal","unidad base mol dividido por el producto de la potencia de la unidad base SI metros con exponente 3 y la unidad derivada pascal SI."
"P53","Unit por segundo","Sistema CGS (Centímetro-Gram-Segundo sistema) para el flujo magnético de un polo magnético (según la interacción de polos idénticos de 1 din a una distancia de un cm)."
"P54","MiliGray por segundo","0.0001 veces de la unidad derivada Gray dividido por la unidad de base segundos."
"P55","MicroGray por segundo","0.000 001 veces de la unidad derivada Gray dividido por la unidad de base segundos."
"P56","NanoGray por segundo","0.000 000 001 veces de la unidad derivada Gray dividido por la unidad de base segundos."
"P57","Gray por minuto","Derivada del la unidad Gray dividida por la unidad minutos."
"P58","MiliGray por minuto","0.001 veces de la unidad derivada de Gray dividida por la unidad de minutos."
"P59","Microgray por minuto","0.000 001 veces de la unidad derivada gris SI dividido por la unidad de minutos."
"P6","paquete de seis",""
"P60","Nanogray por minuto","0.000 000 001 veces de la unidad derivada gris SI dividido por la unidad de minutos."
"P61","Gray por hora","Derivada de la unidad Gray por la derivada de la unidad hora."
"P62","MiliGray por hora","0.001 veces de la unidad derivada Gray por la unidad hora"
"P63","Micro gray por hora","0.000 001 veces de la unidad derivada gris SI dividida por la hora unidad."
"P64","Nanogray por hora","0.000 000 001 veces de la unidad derivada gris SI dividida por la hora unidad."
"P65","Sievert por segundo","Derivada de la unidad Sievert dividida por la unidad de base segundos."
"P66","MilliSievert por segundo","0.001 veces de la unidad derivada Sievert dividida por la unidad de base segundos."
"P67","MicroSievert por segundo","0.000 001 veces de la unidad derivada Sievert dividido por la unidad de base segundos."
"P68","NanoSievert por segundo","0.000 000 001 veces de la unidad derivada Sievert dividido por la unidad de base segundos."
"P69","Rem por segundo","Unidad para la tasa de estaño equivalente y relativa a DIN 1301-3: 1979: 1 rem / s = 0,01 J / (kg · s) = 1 Sv / s."
